iter	Logloss
516	0.07872999203
517	0.07856149421
518	0.07844282746
519	0.07825128685
520	0.07804696079
521	0.07774691936
522	0.07761284616
523	0.07740389818
524	0.07724772724
525	0.07715448527
526	0.07697139924
527	0.0767133042
528	0.07655297771
529	0.07636334212
530	0.0762626357
531	0.07611947655
532	0.07595913827
533	0.07574043132
534	0.07558504996
535	0.07538652845
536	0.07524588794
537	0.07505488016
538	0.07494967735
539	0.07477877156
540	0.07468521285
541	0.07452415671
542	0.07435004936
543	0.07413624742
544	0.07396787806
545	0.07379311518
546	0.07366579175
547	0.07349998956
548	0.07336779922
549	0.07321378455
550	0.07301091346
551	0.07285888254
552	0.07272754925
553	0.0725785015
554	0.07247729186
555	0.07225810894
556	0.07218099235
557	0.07200728148
558	0.07189433589
559	0.07163554394
560	0.0714876286
561	0.07129402522
562	0.07104398816
563	0.0709368162
564	0.07072690987
565	0.07058538443
566	0.07038005146
567	0.0702514068
568	0.07008023709
569	0.06991150631
570	0.06969838342
571	0.06948187662
572	0.06929586828
573	0.06908808884
574	0.06890503728
575	0.06876168614
576	0.06859845233
577	0.06848431974
578	0.06829882798
579	0.06816014582
580	0.06802163492
581	0.06784380371
582	0.06777375739
583	0.06762330607
584	0.06749696148
585	0.06734348596
586	0.06721367303
587	0.06705649546
588	0.06699218312
589	0.06691519768
590	0.0667809701
591	0.06656910375
592	0.06640759044
593	0.0662342073
594	0.06607982258
595	0.06593543101
596	0.06574323123
597	0.06561901971
598	0.06551282803
599	0.06544457067
600	0.06529158748
601	0.06517699992
602	0.06503111558
603	0.06488098172
604	0.06473135898
605	0.06461751299
606	0.06445880874
607	0.0643091081
608	0.06418658602
609	0.06404516256
610	0.06392092554
611	0.06383275284
612	0.06369501297
613	0.06360701298
614	0.06351246238
615	0.06335684024
616	0.06328617534
617	0.06313385285
618	0.06299902373
619	0.06280557845
620	0.06261929065
621	0.06246697604
622	0.06231695149
623	0.06216265581
624	0.06204732181
625	0.06193504686
626	0.06182654308
627	0.06170758696
628	0.06163783447
629	0.06152031537
630	0.06134161273
631	0.06121048773
632	0.06110530568
633	0.060995665
634	0.06090404498
635	0.0607787286
636	0.06062285554
637	0.06046904927
638	0.06037948927
639	0.0602579992
640	0.06011241427
641	0.06000596144
642	0.05989346914
643	0.05977653487
644	0.05962197976
645	0.05951651086
646	0.05939837761
647	0.05930386577
648	0.05917027526
649	0.05907439111
650	0.05896486743
651	0.05885874554
652	0.05870954193
653	0.05860383384
654	0.05850738033
655	0.05840830456
656	0.05828320727
657	0.05814155857
658	0.05800221993
659	0.05786965704
660	0.05771631139
661	0.0576013794
662	0.05748239002
663	0.05740109305
664	0.05730152445
665	0.05719441304
666	0.05708765639
667	0.05700318057
668	0.05686374575
669	0.05671446781
670	0.05657976178
671	0.05648080738
672	0.05635686454
673	0.05627001378
674	0.05616811969
675	0.05604029527
676	0.05592742969
677	0.05581271853
678	0.05574712328
679	0.05566231299
680	0.05557174834
681	0.0554804905
682	0.05537182902
683	0.05529931852
684	0.05518632795
685	0.05508309222
686	0.05500027337
687	0.05487982172
688	0.05479629198
689	0.05466330928
690	0.05457853322
691	0.05446651767
692	0.05439568054
693	0.0542941391
694	0.05419449937
695	0.05406309998
696	0.05396057028
697	0.05385814486
698	0.05379620614
699	0.05368198718
700	0.05355247737
701	0.05342028893
702	0.05329808583
703	0.05324210488
704	0.05314009834
705	0.05304966402
706	0.05292681891
707	0.05285476469
708	0.05277967315
709	0.05272059424
710	0.05257533324
711	0.05247680464
712	0.05240272458
713	0.05228613518
714	0.05223984027
715	0.05210757609
716	0.05199594137
717	0.05192098427
718	0.05185459946
719	0.05179883975
720	0.05165940955
721	0.05158774864
722	0.05149230799
723	0.05138435373
724	0.05128810399
725	0.05117520446
726	0.05108061108
727	0.0509886432
728	0.05088563643
729	0.05079477747
730	0.05068914923
731	0.05058445511
732	0.05046713879
733	0.05038832918
734	0.05027216809
735	0.05020153109
736	0.05013996753
737	0.05009271767
738	0.05001161888
739	0.04990230754
740	0.04980752424
741	0.04973015385
742	0.04960639199
743	0.04952971501
744	0.04940284819
745	0.04931920891
746	0.04919478541
747	0.04911694957
748	0.04899697296
749	0.04892694841
750	0.04884398795
751	0.04874942672
752	0.04864343693
753	0.04854821972
754	0.04843387981
755	0.04833703581
756	0.04821151164
757	0.04811012869
758	0.04805326963
759	0.04794593253
760	0.04784599983
761	0.0477429887
762	0.04769286681
763	0.0476101534
764	0.0475265395
765	0.04743337031
766	0.04734800933
767	0.04727273125
768	0.04714931489
769	0.04704456774
770	0.04699590346
771	0.0468764186
772	0.04677529837
773	0.04671151208
774	0.0466035561
775	0.04652493223
776	0.04641800388
777	0.0463539472
778	0.04629580076
779	0.04622996501
780	0.04612981163
781	0.04603085112
782	0.0459405533
783	0.04580679288
784	0.04575215226
785	0.04567237943
786	0.04560847151
787	0.04551239562
788	0.04545462653
789	0.04536020924
790	0.04530525663
791	0.04524903458
792	0.04512122378
793	0.04505818534
794	0.04498579747
795	0.04493335879
796	0.04485655148
797	0.04475678272
798	0.04468403534
799	0.04464723809
800	0.04454648408
801	0.0444527139
802	0.0443779213
803	0.04430671965
804	0.04426460476
805	0.0441750716
806	0.0440825917
807	0.04403321739
808	0.04398034628
809	0.04389363695
810	0.04378505213
811	0.04369443854
812	0.04360160959
813	0.04353811489
814	0.04346956431
815	0.04337925922
816	0.04329162141
817	0.04321446771
818	0.04319012646
819	0.04311345463
820	0.04305583415
821	0.04295902588
822	0.04290623303
823	0.04281009215
824	0.04273321693
825	0.04265422114
826	0.04256958515
827	0.04247877792
828	0.04242712277
829	0.04233306443
830	0.04228328233
831	0.04221437341
832	0.04213341122
833	0.04206108319
834	0.04195862411
835	0.04190143212
836	0.04182203627
837	0.04177941879
838	0.04169218521
839	0.04159819978
840	0.0415372342
841	0.04148968385
842	0.04141886426
843	0.04134918502
844	0.04126922592
845	0.04120097862
846	0.04113250046
847	0.04105883208
848	0.0409844356
849	0.04091528705
850	0.040867011
851	0.04079502183
852	0.04071246714
853	0.04064998649
854	0.04061042694
855	0.04056827107
856	0.04050998535
857	0.04045214306
858	0.04037432267
859	0.04028363272
860	0.04022316472
861	0.04019212512
862	0.04012579995
863	0.04004115861
864	0.03994772254
865	0.0398755779
866	0.03982178797
867	0.03978108234
868	0.03972031953
869	0.03966274363
870	0.03962854713
871	0.03955020075
872	0.03947305913
873	0.03943842575
874	0.03938826694
875	0.03933111538
876	0.03929311759
877	0.03922067602
878	0.03917724623
879	0.03911004745
880	0.03906185011
881	0.03899777075
882	0.03893079247
883	0.03885977485
884	0.03881142812
885	0.03875544878
886	0.03872318927
887	0.03868526323
888	0.03860801062
889	0.03853961724
890	0.03848296642
891	0.0384279085
892	0.03838558403
893	0.03831105136
894	0.03826666304
895	0.0382140444
896	0.03813266773
897	0.03805633772
898	0.03799439281
899	0.03794632021
900	0.03788437787
901	0.03782220372
902	0.03778378086
903	0.0377341366
904	0.03766076323
905	0.03760304913
906	0.03754965243
907	0.03747776969
908	0.03741711604
909	0.03735891593
910	0.03730477564
911	0.03724989759
912	0.03721911994
913	0.03715297398
914	0.03707938263
915	0.03702620313
916	0.03695432058
917	0.03687822273
918	0.03682078047
919	0.03676814029
920	0.03672703063
921	0.03667675793
922	0.03662781432
923	0.03656792563
924	0.0365104077
925	0.03642445052
926	0.03637799319
927	0.03633079884
928	0.03626818502
929	0.03622419704
930	0.03616830994
931	0.03612202216
932	0.03611179378
933	0.0360403051
934	0.035941882
935	0.03588751619
936	0.03583575045
937	0.03580680376
938	0.03574112693
939	0.03566608249
940	0.0355781505
941	0.0355076937
942	0.03544225602
943	0.03537617211
944	0.03532690631
945	0.0352520301
946	0.03518595751
947	0.03512235102
948	0.03507206098
949	0.03500705349
950	0.03495211735
951	0.03490418222
952	0.03486244434
953	0.03481182971
954	0.03477734857
955	0.03471644287
956	0.03466206702
957	0.0346224374
958	0.0345892406
959	0.03452685568
960	0.03446742633
961	0.03439534999
962	0.03433629601
963	0.03431242058
964	0.03426361774
965	0.03418293343
966	0.03414457723
967	0.03406692316
968	0.03404379649
969	0.03399626213
970	0.03391438434
971	0.03387128245
972	0.03379193477
973	0.03374506751
974	0.03369392772
975	0.03363432622
976	0.0336249068
977	0.03355841064
978	0.03353036231
979	0.03347695012
980	0.03341044132
981	0.03336517944
982	0.03330474282
983	0.03326538521
984	0.03319957833
985	0.03317078948
986	0.03311346841
987	0.03306866605
988	0.03301863464
989	0.03295812264
990	0.03289934875
991	0.03283709988
992	0.03278799718
993	0.03274401124
994	0.03269606245
995	0.03265177793
996	0.03261720812
997	0.0325833671
998	0.03253848961
999	0.03249575338
